,PID,Department,Name,ID,Instrument Breakdown Date,Contact Time,Suport Time,Complete Time,Type,Detail,Action,Offline/ Online Support,Suport Persion,Contact Persion,Current Status,Note,Test affected during breakdown (yes/No),Name of the test affected,No of test affected,Image,File,Unnamed: 21
406,118,AO,Tempus,Tempus600,2023-01-30 18:00:00,,2023-01-30 18:45:00,2023-01-30 19:15:00,Breakdown,Dust,Check pipe on Roof,Offline,Mr. Duy,BME,Done,,0.0,,,,,
407,24,GLP,Cars and Track,CTR,2023-01-30 08:15:00,,2023-01-30 08:20:00,2023-01-30 09:20:00,Breakdown,Cross Switch do not response correctly,Change Cross Switch,Offline,Mr. Hoàng,BME,Done,,0.0,,,,,
408,8,Bio-Immuno,Alinity I,AI-4,2023-01-20 11:45:00,,2023-01-20 11:50:00,2023-01-20 16:00:00,Breakdown,Wash monitoring failed at Washzone 1,"Replace wz manifold, 2500ul pump, wz lift mechanism; Replace aspirate valve wzl, tighten fittings, clean wz waste manifold; Replace trigger distribution valve (valve not click); Replace trigger bypass valve (valve not click); Replace Temp optic board; Calibration and test wz1 -> pass",Offline,Mr. Vũ,BME,Done,,1.0,"Toxo IgG: 5;
SCC: 14;
Rubbella IgM: 7;
Cyffra 21-1: 2;
CA 19-9 xR:6;
CEA: 9;
Anti HBe: 1",44.0,,,
409,139,AO,Tempus,Tempus600,2023-01-20 11:55:00,,2023-01-20 12:00:00,2023-01-20 12:30:00,Breakdown,"Dust, stop machine",Stop and waiting to clean after Tet,Offline,Mr. Long,BME,Done,,0.0,,,,,
410,921,AO,Tempus,Tempus600,2023-01-20 07:55:00,,2023-01-20 08:00:00,2023-01-20 08:20:00,Breakdown,Stop working on receving modules,Clean sensor,Online,AO team,BME,Done,,1.0,,,,,
411,378,Hematology - Coagulation,Minicap Flex Piercing,DD-03,2023-01-18 09:00:00,,2023-01-18 09:35:00,2023-01-18 16:09:00,Breakdown,Tank broken and Probe stuck,Change tank to clean probe and wait to aprove for keep new tank,Offline,Mr. Huy,BME,Done,,0.0,,,,,
412,9,Bio-Immuno,Alinity C,AC-2,2023-01-18 08:40:00,,2023-01-18 09:05:00,2023-01-18 12:15:00,Breakdown,Reagent transport loading error,Take out reagent cartridges and realign reagent path,Offline,Mr. Vũ,BME,Done,,0.0,,,,,
413,5,Bio-Immuno,Alinity C,AC-1,2023-01-17 23:55:00,,2023-01-18 00:00:00,2023-01-18 05:23:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vũ,BME,Done,Scheduled,0.0,,,,,
414,6,Bio-Immuno,Alinity I,AI-1,2023-01-17 23:55:00,,2023-01-18 00:00:00,2023-01-18 03:01:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Vũ,BME,Done,Scheduled,0.0,,,,,
415,7,Bio-Immuno,Alinity I,AI-4,2023-01-17 09:00:00,,2023-01-17 09:15:00,2023-01-17 09:25:00,Breakdown,Diluted Wash buffer transfer too slow,Replace the level sensor of diluted buffer,Offline,Mr. Vũ,BME,Done,,0.0,,,,,
416,2,Bio-Immuno,Immulite,MD-08,2023-01-16 13:00:00,,2023-01-16 13:30:00,2023-01-16 18:40:00,Breakdown,System can not run autostart,"General check
Reinstall the backup file, clean data
Reinstall software v6.10",Offline,Mr. Thuận An,BME,Done,,0.0,,,,,
417,92,GLP,Cars and Track,CTR,2023-01-16 16:55:00,,2023-01-16 17:00:00,2023-01-16 18:00:00,Breakdown,Weekly Maintenance,Checking and Cleaning,,BME,,Done,,0.0,,,,,
418,2305172354,Hematology - Coagulation,Minicap Flex Piercing,DD-03,2023-01-14 08:42:00,,2023-01-14 09:49:00,2023-01-14 13:35:00,Breakdown,can't shutdown machine,Run backwash to check pressure -> failed -> Cathode tank broken -> glue,Offline,Mr. Huy,BME,Done,Waiting for change tank,0.0,,,Form_Images/2305172354DD-03.Image.165748.png,,
419,606,All,Sample Ladder,Lift,2023-01-13 18:00:00,,2023-01-13 18:45:00,2023-01-13 19:30:00,Breakdown,"Stuck, can't move",Clean and Check,Offline,Mr. Lâm,BME,Done,,0.0,,,,,
420,1,Bio-Immuno,Immulite,MD-08,2023-01-12 14:00:00,,2023-01-12 15:00:00,2023-01-12 20:00:00,Breakdown,Software error,Reinstall the backup file,Offline,Mr. Thuận An,BME,Done,,1.0,HCG: 6,6.0,,,
421,349,Molecular Biology,Multi-tube Vortexer,MVT-01,2023-01-12 15:55:00,,2023-01-12 16:00:00,2023-01-12 18:00:00,Breakdown,Loose shaft lock screw,Incresse size of screw thread and change screw snock,,BME,,Done,,0.0,,,,,
422,364,GLP,Loader Module,LM-01,2023-01-12 11:46:00,,2023-01-12 11:51:00,2023-01-12 13:30:00,Breakdown,Tube out of position when dispose,Clean and modify finger parameter,,BME,,Done,,1.0,,,,,
423,597,GLP,Cars and Track,CTR,2023-01-11 15:55:00,,2023-01-11 16:00:00,2023-01-11 17:00:00,Breakdown,Weekly Maintenance,Checking and Cleaning,,BME,,Done,,0.0,,,,,
424,965,GLP,Loader Module,LM-01,2023-01-11 12:25:00,,2023-01-11 12:30:00,2023-01-11 12:50:00,Breakdown,Tube out of position when dispose,Clean area,,BME,,Done,,0.0,CBC,75.0,,,
425,277,All,Attune,LIS,2023-01-10 08:55:00,,2023-01-10 09:00:00,2023-01-10 11:00:00,Breakdown,CBC no order,Bring out and take test,Online,Mr. Kiên,BME,Done,,1.0,,,,,
426,369,AO,Tempus,Tempus600,2023-01-10 08:00:00,,2023-01-10 08:30:00,2023-01-10 10:00:00,Breakdown,Air Pressure failed,Check sensor,Offline,Mr. Quốc Anh,BME,Done,,0.0,,,,,
427,174,Bio-Immuno,RO system Abbott,RO-HP,2023-01-09 13:55:00,,2023-01-09 14:00:00,2023-01-09 15:30:00,Breakdown,Maintenance,Change Presurre Increase Pumb,Offline,Mr. Tâm,BME,Done,,0.0,,,,,
428,852,AO,Tempus,Tempus600,2023-01-08 19:00:00,,2023-01-08 21:00:00,2023-01-08 22:00:00,Breakdown,Air Presurre Water Trap broke,Change Part,Offline,Mr. Quốc Anh,BME,Done,Tight fisrt and waiting for fixing,0.0,,,,,
429,17,Cyto Lab,FUME HOOD,FH-01,2023-01-06 08:55:00,,2023-01-06 09:00:00,2023-01-08 09:00:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Tài,Ms. Hà,Done,Scheduled,0.0,,,,,
430,18,Cyto Lab,OVEN,OVEN-01,2023-01-06 08:55:00,,2023-01-06 09:00:00,2023-01-06 09:30:00,Maintenance,Prevent Maintenance,Maintenance,Offline,Mr. Tài,Ms. Hà,Done,Scheduled,0.0,,,,,
431,409,AO,Tempus,Tempus600,2023-01-05 18:08:00,,2023-01-05 18:13:00,2023-01-05 18:30:00,Breakdown,Change Break's Rubber,Change Break's Rubber,Offline,Mr. Duy,BME,Done,,0.0,,,,,
432,868,GLP,Tempus Module,IOM_TIO-01,2023-01-04 21:55:00,,2023-01-04 22:00:00,2023-01-04 22:15:00,Breakdown,Collision of finger,Replace finger,Online,Mr. Hoàng,BME,Done,,0.0,,,,,
433,570,Hematology - Coagulation,Automated Blood typing machine,ABO-01,2023-01-04 13:55:00,,2023-01-04 14:00:00,2023-01-04 16:00:00,Breakdown,Maintenance,Prevent Maintenance,Offline,Mr. Điệu,BME,Done,Scheduled,0.0,,,,,
434,156,GLP,Cars and Track,CTR,2023-01-03 17:00:00,,2023-01-03 17:00:00,2023-01-03 18:00:00,Breakdown,Weekly Maintenance,Checking and Cleaning,,BME,,Done,,0.0,,,,,
435,352,Molecular Biology,Automated Laboratory Plate Sealer,ALPS,2023-01-03 11:00:00,,2023-01-03 11:00:00,2023-01-03 17:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
436,749,Molecular Biology,,"Ben
",2023-01-03 11:00:00,,2023-01-03 11:00:00,2023-01-03 17:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
437,552,Molecular Biology,KingFisher Flex,KFF-01,2023-01-03 11:00:00,,2023-01-03 11:00:00,2023-01-03 17:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
438,522,Molecular Biology,KingFisher Presto,KFP-01,2023-01-03 11:00:00,,2023-01-03 11:00:00,2023-01-03 17:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
439,571,Molecular Biology,KingFisher Presto,KFP-02,2023-01-03 11:00:00,,2023-01-03 11:00:00,2023-01-03 17:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
440,909,Molecular Biology,KingFisher Presto,KFP-03,2023-01-03 11:00:00,,2023-01-03 11:00:00,2023-01-03 17:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
441,776,Molecular Biology,KingFisher Presto,KFP-04,2023-01-03 11:00:00,,2023-01-03 11:00:00,2023-01-03 17:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
442,571,Molecular Biology,MultiDrop ComBI,MDC-01,2023-01-03 11:00:00,,2023-01-03 11:00:00,2023-01-03 17:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
443,338,Molecular Biology,MultiDrop ComBI,MDC-02,2023-01-03 11:00:00,,2023-01-03 11:00:00,2023-01-03 17:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
444,518,Molecular Biology,MultiDrop ComBI ,MDC-03,2023-01-03 11:00:00,,2023-01-03 11:00:00,2023-01-03 17:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
445,644,Molecular Biology,Microplate Washer,MPW-01,2023-01-03 11:00:00,,2023-01-03 11:00:00,2023-01-03 17:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
446,923,Molecular Biology,Spinnaker Microplate Robot,Spinnaker,2023-01-03 11:00:00,,2023-01-03 11:00:00,2023-01-03 17:00:00,Maintenance,Prevent Maintenance,Maintenance,,BME,,Done,,0.0,,,,,
